Date,984000^,TPXDDVD Index,GDDLKOK Index,GDLEEGF Index,SBUS70L Index,BPITTO01 Index,SBWGNJYL Index,LEGATRUU  Index,USDJPY Index,USDGBP Index,USDEUR Index,USDCNY Index,NPNCRE Index,RUGL Index,LGNMTRUU Index,SPGSCITR Index,,,HFRXGL index,SPLPEQTR Index,SPX Index,< Don't Use
1/2/1991,746.7080078125,1753.58,763.135,1282.79,201.797,#N/A N/A,181.4035,111.2186,134.6,0.5147,0.7166,5.2352,426.77,495.51,450.97,2346.026,,,#N/A N/A,#N/A N/A,326.45,
1/3/1991,746.7080078125,1753.58,763.135,1282.79,201.797,#N/A N/A,181.4035,111.2186,133.05,0.514,0.7164,5.2352,426.77,493.77,450.97,2298.345,,,#N/A N/A,#N/A N/A,321.91,
1/4/1991,746.7080078125,1760.74,763.135,1282.79,201.797,#N/A N/A,181.4035,111.2186,135.1,0.5167,0.7218,5.2352,426.77,491.78,450.97,2272.777,,,#N/A N/A,#N/A N/A,321,
1/7/1991,746.7080078125,1743.55,763.135,1282.79,201.797,#N/A N/A,181.4035,111.2186,136.7,0.5252,0.7341,5.2352,426.77,483.12,450.97,2419.693,,,#N/A N/A,#N/A N/A,315.44,
1/8/1991,746.7080078125,1697.04,763.135,1282.79,201.797,#N/A N/A,181.4035,111.2186,136.45,0.5274,0.7348,5.2352,426.77,476.18,450.97,2385.943,,,#N/A N/A,#N/A N/A,314.9,
1/9/1991,746.7080078125,1690.13,763.135,1282.79,201.797,#N/A N/A,181.4035,111.2186,134.05,0.5291,0.7276,5.2352,426.77,480.95,450.97,2421.625,,,#N/A N/A,#N/A N/A,311.49,
1/10/1991,746.7080078125,1698.2,763.135,1282.79,201.797,#N/A N/A,181.4035,111.2186,134.6,0.5223,0.7342,5.2352,426.77,483.36,450.97,2427.361,,,#N/A N/A,#N/A N/A,314.53,
1/11/1991,746.7080078125,1712.97,763.135,1282.79,201.797,#N/A N/A,181.4035,111.2186,134.25,0.5241,0.7341,5.2352,426.77,485.25,450.97,2407.804,,,#N/A N/A,#N/A N/A,315.23,
1/14/1991,746.7080078125,1714.67,763.135,1282.79,201.797,#N/A N/A,181.4035,111.2186,135.05,0.5252,0.7397,5.2352,426.77,477.02,450.97,2567.75,,,#N/A N/A,#N/A N/A,312.49,
1/15/1991,746.7080078125,1714.67,763.135,1282.79,201.797,#N/A N/A,181.4035,111.2186,135.9,0.5263,0.7395,5.2352,426.77,475.53,450.97,2512.131,,,#N/A N/A,#N/A N/A,313.73,
1/16/1991,746.7080078125,1666.33,763.135,1282.79,201.797,#N/A N/A,181.4035,111.2186,136.85,0.5244,0.7408,5.2352,426.77,470.42,450.97,2591.446,,,#N/A N/A,#N/A N/A,316.17,
1/17/1991,746.7080078125,1731.64,763.135,1282.79,201.797,#N/A N/A,181.4035,111.2186,132.88,0.5175,0.7279,5.2352,426.77,491.63,450.97,2155.222,,,#N/A N/A,#N/A N/A,327.97,
1/18/1991,746.7080078125,1756.52,763.135,1282.79,201.797,#N/A N/A,181.4035,111.2186,132.8,0.5156,0.7226,5.2352,426.77,495.82,450.97,2096.344,,,#N/A N/A,#N/A N/A,332.23,
1/21/1991,746.7080078125,1723.3,763.135,1282.79,201.797,#N/A N/A,181.4035,111.2186,132.05,0.5097,0.7158,5.2352,426.77,492.67,450.97,2145.923,,,#N/A N/A,#N/A N/A,331.06,
1/22/1991,746.7080078125,1723.58,763.135,1282.79,201.797,#N/A N/A,181.4035,111.2186,131.7,0.5141,0.7179,5.2352,426.77,494.81,450.97,2209.503,,,#N/A N/A,#N/A N/A,328.31,
1/23/1991,746.7080078125,1704.87,763.135,1282.79,201.797,#N/A N/A,181.4035,111.2186,132.41,0.5099,0.7163,5.2352,426.77,494.5,450.97,2215.183,,,#N/A N/A,#N/A N/A,330.21,
1/24/1991,746.7080078125,1723.33,763.135,1282.79,201.797,#N/A N/A,181.4035,111.2186,132.23,0.5107,0.71,5.2352,426.77,499.99,450.97,2212.224,,,#N/A N/A,#N/A N/A,334.78,
1/25/1991,746.7080078125,1744.26,763.135,1282.79,201.797,#N/A N/A,181.4035,111.2186,132.27,0.511,0.7137,5.2352,426.77,506.04,450.97,2208.145,,,#N/A N/A,#N/A N/A,336.07,
1/28/1991,746.7080078125,1742.4,763.135,1282.79,201.797,#N/A N/A,181.4035,111.2186,132.2,0.5089,0.7129,5.2352,426.77,510.85,450.97,2193.373,,,#N/A N/A,#N/A N/A,336.03,
1/29/1991,746.7080078125,1737.08,763.135,1282.79,201.797,#N/A N/A,181.4035,111.2186,131.53,0.5105,0.7111,5.2352,426.77,510.41,450.97,2227.012,,,#N/A N/A,#N/A N/A,335.84,
1/30/1991,746.7080078125,1730.27,763.135,1282.79,201.797,#N/A N/A,181.4035,111.2186,131.6,0.5092,0.7171,5.2352,426.77,516.81,450.97,2193.532,,,#N/A N/A,#N/A N/A,340.91,
1/31/1991,746.7080078125,1730.49,789.453,1436.511,204.308,#N/A N/A,184.2953,113.6177,131.45,0.5084,0.7108,5.2352,426.77,521.89,457.71,2212.463,,,#N/A N/A,#N/A N/A,343.93,
2/1/1991,782.388000488281,1723.75,789.453,1436.511,204.308,#N/A N/A,184.2953,113.6177,131.45,0.5062,0.7037,5.2352,426.77,518.84,457.71,2198.437,,,#N/A N/A,#N/A N/A,343.05,
2/4/1991,782.388000488281,1735.13,789.453,1436.511,204.308,#N/A N/A,184.2953,113.6177,131.08,0.5047,0.7026,5.2352,426.77,527.62,457.71,2197.832,,,#N/A N/A,#N/A N/A,348.34,
2/5/1991,782.388000488281,1770.59,789.453,1436.511,204.308,#N/A N/A,184.2953,113.6177,129.73,0.5019,0.7006,5.2352,426.77,540.25,457.71,2184.122,,,#N/A N/A,#N/A N/A,351.26,
2/6/1991,782.388000488281,1793.05,789.453,1436.511,204.308,#N/A N/A,184.2953,113.6177,128.35,0.4989,0.6964,5.2352,426.77,549.56,457.71,2222.709,,,#N/A N/A,#N/A N/A,358.07,
2/7/1991,782.388000488281,1807.29,789.453,1436.511,204.308,#N/A N/A,184.2953,113.6177,127.95,0.5006,0.6958,5.2352,426.77,550.15,457.71,2202.208,,,#N/A N/A,#N/A N/A,356.52,
2/8/1991,782.388000488281,1825.92,789.453,1436.511,204.308,#N/A N/A,184.2953,113.6177,127.9,0.5028,0.6987,5.2352,426.77,552.53,457.71,2232.963,,,#N/A N/A,#N/A N/A,359.35,
2/11/1991,782.388000488281,1825.92,789.453,1436.511,204.308,#N/A N/A,184.2953,113.6177,127.72,0.5004,0.6956,5.2352,426.77,557.76,457.71,2265.783,,,#N/A N/A,#N/A N/A,368.58,
2/12/1991,782.388000488281,1886.99,789.453,1436.511,204.308,#N/A N/A,184.2953,113.6177,128.3,0.5051,0.6964,5.2352,426.77,562.25,457.71,2280.502,,,#N/A N/A,#N/A N/A,365.5,
2/13/1991,782.388000488281,1900.98,789.453,1436.511,204.308,#N/A N/A,184.2953,113.6177,129.08,0.5035,0.6979,5.2352,426.77,561.93,457.71,2260.408,,,#N/A N/A,#N/A N/A,369.02,
2/14/1991,782.388000488281,1920.17,789.453,1436.511,204.308,#N/A N/A,184.2953,113.6177,129.8,0.5048,0.7012,5.2352,426.77,561.29,457.71,2248.827,,,#N/A N/A,#N/A N/A,364.22,
2/15/1991,782.388000488281,1917.76,789.453,1436.511,204.308,#N/A N/A,184.2953,113.6177,130.45,0.508,0.7073,5.2352,426.77,558.5,457.71,2183.565,,,#N/A N/A,#N/A N/A,369.06,
2/18/1991,782.388000488281,1977.2,789.453,1436.511,204.308,#N/A N/A,184.2953,113.6177,130.4,0.5101,0.7107,5.2352,426.77,567.11,457.71,2183.565,,,#N/A N/A,#N/A N/A,369.06,
2/19/1991,782.388000488281,1980.03,789.453,1436.511,204.308,#N/A N/A,184.2953,113.6177,131.55,0.5123,0.7125,5.2352,426.77,562.42,457.71,2177.132,,,#N/A N/A,#N/A N/A,369.39,
2/20/1991,782.388000488281,1969.74,789.453,1436.511,204.308,#N/A N/A,184.2953,113.6177,131.8,0.5128,0.7163,5.2352,426.77,558.02,457.71,2213.174,,,#N/A N/A,#N/A N/A,365.14,
2/21/1991,782.388000488281,1956.68,789.453,1436.511,204.308,#N/A N/A,184.2953,113.6177,131.4,0.5109,0.7133,5.2352,426.77,556.04,457.71,2167.062,,,#N/A N/A,#N/A N/A,364.97,
2/22/1991,782.388000488281,1944.91,789.453,1436.511,204.308,#N/A N/A,184.2953,113.6177,132.2,0.5143,0.7164,5.2352,426.77,552.96,457.71,2148.275,,,#N/A N/A,#N/A N/A,365.65,
2/25/1991,782.388000488281,1986.14,789.453,1436.511,204.308,#N/A N/A,184.2953,113.6177,133.35,0.5195,0.728,5.2352,426.77,553.67,457.71,2160.8,,,#N/A N/A,#N/A N/A,367.26,
2/26/1991,782.388000488281,1975.67,789.453,1436.511,204.308,#N/A N/A,184.2953,113.6177,132.85,0.5209,0.7298,5.2352,426.77,554.98,457.71,2193.373,,,#N/A N/A,#N/A N/A,362.81,
2/27/1991,782.388000488281,1957.74,789.453,1436.511,204.308,#N/A N/A,184.2953,113.6177,132.27,0.5214,0.728,5.2352,426.77,554.32,457.71,2220.567,,,#N/A N/A,#N/A N/A,367.74,
2/28/1991,836.52001953125,1982.98,858.761,1675.706,204.957,#N/A N/A,186.319,114.1656,132.95,0.5227,0.7294,5.2352,426.77,558.8,461.51,2243.227,,,#N/A N/A,#N/A N/A,367.07,
3/1/1991,836.52001953125,1953.99,858.761,1675.706,204.957,#N/A N/A,186.319,114.1656,134.55,0.5276,0.734,5.2352,426.77,554.7,461.51,2256.484,,,#N/A N/A,#N/A N/A,370.47,
3/4/1991,836.52001953125,1948.06,858.761,1675.706,204.957,#N/A N/A,186.319,114.1656,135.55,0.5273,0.7347,5.2352,426.77,553.03,461.51,2309.099,,,#N/A N/A,#N/A N/A,369.33,
3/5/1991,836.52001953125,1951.28,858.761,1675.706,204.957,#N/A N/A,186.319,114.1656,135.39,0.5283,0.732,5.2352,426.77,557.21,461.51,2338.529,,,#N/A N/A,#N/A N/A,376.72,
3/6/1991,836.52001953125,1980.85,858.761,1675.706,204.957,#N/A N/A,186.319,114.1656,136.25,0.5274,0.7401,5.2352,426.77,563.5,461.51,2316.641,,,#N/A N/A,#N/A N/A,376.17,
3/7/1991,836.52001953125,1978.21,858.761,1675.706,204.957,#N/A N/A,186.319,114.1656,135.8,0.5299,0.7394,5.2352,426.77,561.03,461.51,2308.79,,,#N/A N/A,#N/A N/A,375.91,
3/8/1991,836.52001953125,1989.85,858.761,1675.706,204.957,#N/A N/A,186.319,114.1656,136.25,0.5362,0.7479,5.2352,426.77,560.25,461.51,2308.903,,,#N/A N/A,#N/A N/A,374.95,
3/11/1991,836.52001953125,1998.59,858.761,1675.706,204.957,#N/A N/A,186.319,114.1656,138.1,0.5405,0.7539,5.2352,426.77,558.1,461.51,2292.72,,,#N/A N/A,#N/A N/A,372.96,
3/12/1991,836.52001953125,2004.74,858.761,1675.706,204.957,#N/A N/A,186.319,114.1656,136.3,0.5382,0.752,5.2352,426.77,561.6,461.51,2323.766,,,#N/A N/A,#N/A N/A,370.03,
3/13/1991,836.52001953125,1986.43,858.761,1675.706,204.957,#N/A N/A,186.319,114.1656,136.4,0.5405,0.7553,5.2352,426.77,561.22,461.51,2342.165,,,#N/A N/A,#N/A N/A,374.57,
3/14/1991,836.52001953125,1996.63,858.761,1675.706,204.957,#N/A N/A,186.319,114.1656,135.95,0.54,0.7552,5.2352,426.77,563.4,461.51,2325.658,,,#N/A N/A,#N/A N/A,373.5,
3/15/1991,836.52001953125,2032.18,858.761,1675.706,204.957,#N/A N/A,186.319,114.1656,137.2,0.5487,0.7641,5.2352,426.77,567.12,461.51,2307.953,,,#N/A N/A,#N/A N/A,373.59,
3/18/1991,836.52001953125,2052.31,858.761,1675.706,204.957,#N/A N/A,186.319,114.1656,138.15,0.5576,0.7803,5.2352,426.77,566.88,461.51,2291.468,,,#N/A N/A,#N/A N/A,372.11,
3/19/1991,836.52001953125,2046.14,858.761,1675.706,204.957,#N/A N/A,186.319,114.1656,138.15,0.5651,0.7877,5.2352,426.77,563.42,461.51,2332.994,,,#N/A N/A,#N/A N/A,366.59,
3/20/1991,836.52001953125,2003.71,858.761,1675.706,204.957,#N/A N/A,186.319,114.1656,138.6,0.5597,0.7869,5.2352,426.77,553.25,461.51,2343.075,,,#N/A N/A,#N/A N/A,367.92,
3/21/1991,836.52001953125,2003.71,858.761,1675.706,204.957,#N/A N/A,186.319,114.1656,137.6,0.5565,0.7834,5.2352,426.77,555.78,461.51,2362.692,,,#N/A N/A,#N/A N/A,366.58,
3/22/1991,836.52001953125,2005.78,858.761,1675.706,204.957,#N/A N/A,186.319,114.1656,137.2,0.5585,0.784,5.2352,426.77,553.9,461.51,2347.63,,,#N/A N/A,#N/A N/A,367.48,
3/25/1991,836.52001953125,2000.05,858.761,1675.706,204.957,#N/A N/A,186.319,114.1656,138.43,0.5722,0.7972,5.2352,426.77,544.69,461.51,2313.114,,,#N/A N/A,#N/A N/A,369.83,
3/26/1991,836.52001953125,1992.42,858.761,1675.706,204.957,#N/A N/A,186.319,114.1656,138.35,0.5716,0.81,5.2352,426.77,541.69,461.51,2319.729,,,#N/A N/A,#N/A N/A,376.3,
3/27/1991,836.52001953125,1983.89,858.761,1675.706,204.957,#N/A N/A,186.319,114.1656,139.1,0.5755,0.8169,5.2352,426.77,538.61,461.51,2313.392,,,#N/A N/A,#N/A N/A,375.35,
3/28/1991,836.52001953125,1996.44,858.761,1675.706,204.957,#N/A N/A,186.319,111.7002,141.2,0.5744,0.8161,5.2352,426.77,542.04,464.84,2327.666,,,#N/A N/A,#N/A N/A,375.22,
3/29/1991,856.963989257813,2000.44,881.822,1805.985,205.895,#N/A N/A,187.4079,111.7002,140.6,0.5711,0.8161,5.2352,426.77,539.39,464.84,2327.666,,,#N/A N/A,#N/A N/A,375.22,
4/1/1991,856.963989257813,1989.51,881.822,1805.985,205.895,#N/A N/A,187.4079,111.7002,140.2,0.5647,0.8161,5.2352,426.97,539.26,464.84,2314.277,,,#N/A N/A,#N/A N/A,371.3,
4/2/1991,856.963989257813,2006.5,881.822,1805.985,205.895,#N/A N/A,187.4079,111.7002,138.3,0.5612,0.8055,5.2352,426.97,548.18,464.84,2341.259,,,#N/A N/A,#N/A N/A,379.5,
4/3/1991,856.963989257813,2037.83,881.822,1805.985,205.895,#N/A N/A,187.4079,111.7002,137.4,0.5645,0.7979,5.2352,426.97,556.52,464.84,2318.77,,,#N/A N/A,#N/A N/A,378.94,
4/4/1991,856.963989257813,2037.75,881.822,1805.985,205.895,#N/A N/A,187.4079,111.7002,135.97,0.5598,0.7974,5.2352,426.97,558.13,464.84,2334.625,,,#N/A N/A,#N/A N/A,379.77,
4/5/1991,856.963989257813,2045.99,881.822,1805.985,205.895,#N/A N/A,187.4079,111.7002,136.9,0.5651,0.7978,5.2352,426.97,557.81,464.84,2338.728,,,#N/A N/A,#N/A N/A,375.36,
4/8/1991,856.963989257813,2039.03,881.822,1805.985,205.895,#N/A N/A,187.4079,111.7002,137.25,0.5664,0.8056,5.2352,426.97,552.84,464.84,2358.063,,,#N/A N/A,#N/A N/A,378.66,
4/9/1991,856.963989257813,2016.24,881.822,1805.985,205.895,#N/A N/A,187.4079,111.7002,135.1,0.5583,0.7983,5.2853,426.97,550.51,464.84,2355.288,,,#N/A N/A,#N/A N/A,373.56,
4/10/1991,856.963989257813,2015,881.822,1805.985,205.895,#N/A N/A,187.4079,111.7002,136.35,0.5631,0.8002,5.2853,426.97,547.97,464.84,2389.248,,,#N/A N/A,#N/A N/A,373.15,
4/11/1991,856.963989257813,2015.08,881.822,1805.985,205.895,#N/A N/A,187.4079,111.7002,135.95,0.5583,0.7961,5.2853,426.97,548.58,464.84,2373.339,,,#N/A N/A,#N/A N/A,377.63,
4/12/1991,856.963989257813,2034.79,881.822,1805.985,205.895,#N/A N/A,187.4079,111.7002,136.3,0.5624,0.8003,5.2827,426.97,553.75,464.84,2398.635,,,#N/A N/A,#N/A N/A,380.4,
4/15/1991,856.963989257813,2042.4,881.822,1805.985,205.895,#N/A N/A,187.4079,111.7002,134.48,0.5576,0.7947,5.2827,426.97,556.7,464.84,2422.573,,,#N/A N/A,#N/A N/A,381.19,
4/16/1991,856.963989257813,2049.3,881.822,1805.985,205.895,#N/A N/A,187.4079,111.7002,134.85,0.558,0.794,5.2827,426.97,559.23,464.84,2414.426,,,#N/A N/A,#N/A N/A,387.62,
4/17/1991,856.963989257813,2059.44,881.822,1805.985,205.895,#N/A N/A,187.4079,111.7002,136.35,0.5594,0.7941,5.2827,426.97,557.18,464.84,2421.023,,,#N/A N/A,#N/A N/A,390.45,
4/18/1991,856.963989257813,2041.92,881.822,1805.985,205.895,#N/A N/A,187.4079,111.7002,136.8,0.5703,0.8024,5.289,426.97,552.75,464.84,2393.815,,,#N/A N/A,#N/A N/A,388.46,
4/19/1991,856.963989257813,2028.22,881.822,1805.985,205.895,#N/A N/A,187.4079,111.7002,138.58,0.5807,0.8257,5.2979,426.97,543.68,464.84,2399.967,,,#N/A N/A,#N/A N/A,384.2,
4/22/1991,856.963989257813,2005.34,881.822,1805.985,205.895,#N/A N/A,187.4079,111.7002,139.45,0.5893,0.8401,5.3083,426.97,533.31,464.84,2420.899,,,#N/A N/A,#N/A N/A,380.95,
4/23/1991,856.963989257813,2012.44,881.822,1805.985,205.895,#N/A N/A,187.4079,111.7002,137.94,0.5851,0.8303,5.3036,426.97,536.69,464.84,2397.743,,,#N/A N/A,#N/A N/A,381.76,
4/24/1991,856.963989257813,2003.84,881.822,1805.985,205.895,#N/A N/A,187.4079,111.7002,138.05,0.5884,0.8301,5.3036,426.97,537.31,464.84,2395.999,,,#N/A N/A,#N/A N/A,382.76,
4/25/1991,856.963989257813,1982.05,881.822,1805.985,205.895,#N/A N/A,187.4079,111.7002,138.05,0.5908,0.834,5.3036,426.97,534.36,464.84,2398.306,,,#N/A N/A,#N/A N/A,379.25,
4/26/1991,856.963989257813,1987.53,881.822,1805.985,205.895,#N/A N/A,187.4079,111.7002,138.13,0.5912,0.835,5.3036,426.97,534.94,464.84,2405.738,,,#N/A N/A,#N/A N/A,379.02,
4/29/1991,860.372985839844,1987.53,881.822,1805.985,205.895,#N/A N/A,187.4079,111.7002,137.7,0.5888,0.845,5.3036,426.97,535.48,464.84,2401.158,,,#N/A N/A,#N/A N/A,373.66,
4/30/1991,860.372985839844,1993.07,888.269,1849.574,208.204,#N/A N/A,189.5503,112.9759,136.38,0.5794,0.8202,5.3036,426.97,539.14,469.2,2380.389,,,#N/A N/A,#N/A N/A,375.35,
5/1/1991,860.372985839844,2028.63,888.269,1849.574,208.204,#N/A N/A,189.5503,112.9759,137.6,0.5802,0.8106,5.3007,426.97,539.98,469.2,2400.085,,,#N/A N/A,#N/A N/A,380.29,
5/2/1991,860.372985839844,2031.72,888.269,1849.574,208.204,#N/A N/A,189.5503,112.9759,138.1,0.5814,0.8223,5.3007,426.97,541.49,469.2,2393.315,,,#N/A N/A,#N/A N/A,380.52,
5/3/1991,860.372985839844,2031.72,888.269,1849.574,208.204,#N/A N/A,189.5503,112.9759,138.55,0.5903,0.8308,5.3007,426.97,538.85,469.2,2407.653,,,#N/A N/A,#N/A N/A,380.8,
5/6/1991,860.372985839844,2031.72,888.269,1849.574,208.204,#N/A N/A,189.5503,112.9759,138.47,0.5848,0.8308,5.3201,426.97,538.12,469.2,2426.184,,,#N/A N/A,#N/A N/A,380.08,
5/7/1991,860.372985839844,2026.87,888.269,1849.574,208.204,#N/A N/A,189.5503,112.9759,137.95,0.5794,0.8199,5.3201,426.97,540.9,469.2,2413.736,,,#N/A N/A,#N/A N/A,377.32,
5/8/1991,860.372985839844,2017.05,888.269,1849.574,208.204,#N/A N/A,189.5503,112.9759,138.35,0.5814,0.8239,5.3201,426.97,537.69,469.2,2415.295,,,#N/A N/A,#N/A N/A,378.51,
5/9/1991,860.372985839844,2019.9,888.269,1849.574,208.204,#N/A N/A,189.5503,112.9759,139.3,0.5817,0.8308,5.3264,426.97,539.45,469.2,2431.05,,,#N/A N/A,#N/A N/A,383.25,
5/10/1991,860.372985839844,2021.22,888.269,1849.574,208.204,#N/A N/A,189.5503,112.9759,138.75,0.5817,0.8259,5.3264,426.97,539.34,469.2,2397.101,,,#N/A N/A,#N/A N/A,375.74,
5/13/1991,860.372985839844,2007.65,888.269,1849.574,208.204,#N/A N/A,189.5503,112.9759,139.42,0.5764,0.8218,5.3264,426.97,537.71,469.2,2392.488,,,#N/A N/A,#N/A N/A,376.76,
5/14/1991,860.372985839844,2002.86,888.269,1849.574,208.204,#N/A N/A,189.5503,112.9759,138.15,0.5726,0.8132,5.3264,426.97,539.54,469.2,2383.368,,,#N/A N/A,#N/A N/A,371.62,
5/15/1991,860.372985839844,1995.3,888.269,1849.574,208.204,#N/A N/A,189.5503,112.9759,137.99,0.5701,0.8052,5.3201,426.97,539.83,469.2,2386.944,,,#N/A N/A,#N/A N/A,368.57,
5/16/1991,860.372985839844,1976.91,888.269,1849.574,208.204,#N/A N/A,189.5503,112.9759,137.55,0.5715,0.8079,5.3201,426.97,541.63,469.2,2386.386,,,#N/A N/A,#N/A N/A,372.19,
5/17/1991,860.372985839844,1982.95,888.269,1849.574,208.204,#N/A N/A,189.5503,112.9759,138.5,0.5834,0.8256,5.3201,426.97,537.56,469.2,2392.064,,,#N/A N/A,#N/A N/A,372.39,
5/20/1991,860.372985839844,1968.11,888.269,1849.574,208.204,#N/A N/A,189.5503,112.9759,138.22,0.5822,0.8275,5.3332,426.97,539.2,469.2,2392.58,,,#N/A N/A,#N/A N/A,372.28,
5/21/1991,860.372985839844,1965.39,888.269,1849.574,208.204,#N/A N/A,189.5503,112.9759,137.5,0.5754,0.8169,5.3332,426.97,537.13,469.2,2391.676,,,#N/A N/A,#N/A N/A,375.35,
5/22/1991,860.372985839844,1962.79,888.269,1849.574,208.204,#N/A N/A,189.5503,112.9759,138.05,0.5782,0.823,5.3296,426.97,533.31,469.2,2376.292,,,#N/A N/A,#N/A N/A,376.19,
5/23/1991,860.372985839844,1978.31,888.269,1849.574,208.204,#N/A N/A,189.5503,112.9759,137.73,0.5762,0.8202,5.3359,426.97,530.85,469.2,2385.961,,,#N/A N/A,#N/A N/A,374.97,
5/24/1991,860.372985839844,1974.05,888.269,1849.574,208.204,#N/A N/A,189.5503,112.9759,138.4,0.5777,0.8161,5.3359,426.97,528.38,469.2,2389.695,,,#N/A N/A,#N/A N/A,377.49,
5/27/1991,860.372985839844,1962.78,888.269,1849.574,208.204,#N/A N/A,189.5503,112.9759,138.2,0.5752,0.8161,5.3359,426.97,522.86,469.2,2389.695,,,#N/A N/A,#N/A N/A,377.49,
5/28/1991,860.372985839844,1955.76,888.269,1849.574,208.204,#N/A N/A,189.5503,112.9759,137.8,0.5726,0.8127,5.3359,426.97,522.01,469.2,2398.741,,,#N/A N/A,#N/A N/A,381.94,
5/29/1991,896.179016113281,1964.03,888.269,1849.574,208.204,#N/A N/A,189.5503,112.9759,138.2,0.5787,0.8107,5.3359,426.97,523.55,469.2,2383.343,,,#N/A N/A,#N/A N/A,382.79,
5/30/1991,896.179016113281,1978.06,888.269,1849.574,208.204,#N/A N/A,189.5503,112.9759,137.85,0.5831,0.8213,5.349,426.97,522.24,469.2,2392.878,,,#N/A N/A,#N/A N/A,386.96,
5/31/1991,896.179016113281,1994.57,919.834,2023.479,208.903,#N/A N/A,190.4969,113.3341,138.45,0.5889,0.8274,5.349,426.97,522.09,473.03,2379.17,,,#N/A N/A,#N/A N/A,389.83,
6/3/1991,896.179016113281,1995.09,919.834,2023.479,208.903,#N/A N/A,190.4969,113.3341,139.08,0.5893,0.8353,5.3537,426.97,521.03,473.03,2383.264,,,#N/A N/A,#N/A N/A,388.06,
6/4/1991,896.179016113281,1979.27,919.834,2023.479,208.903,#N/A N/A,190.4969,113.3341,138.66,0.5886,0.8326,5.3585,426.97,519.59,473.03,2379.662,,,#N/A N/A,#N/A N/A,387.74,
6/5/1991,896.179016113281,1963.62,919.834,2023.479,208.903,#N/A N/A,190.4969,113.3341,139.13,0.5905,0.8353,5.3585,426.97,518.41,473.03,2343.581,,,#N/A N/A,#N/A N/A,385.09,
6/6/1991,896.179016113281,1952.1,919.834,2023.479,208.903,#N/A N/A,190.4969,113.3341,139.18,0.5925,0.8351,5.3585,426.97,517.5,473.03,2341.008,,,#N/A N/A,#N/A N/A,383.63,
6/7/1991,896.179016113281,1951.65,919.834,2023.479,208.903,#N/A N/A,190.4969,113.3341,140.31,0.5983,0.8432,5.3585,426.97,511.47,473.03,2342.88,,,#N/A N/A,#N/A N/A,379.43,
6/10/1991,896.179016113281,1924.96,919.834,2023.479,208.903,#N/A N/A,190.4969,113.3341,141.9,0.5983,0.8452,5.3674,426.97,507.5,473.03,2316.913,,,#N/A N/A,#N/A N/A,378.57,
6/11/1991,896.179016113281,1928.52,919.834,2023.479,208.903,#N/A N/A,190.4969,113.3341,141.2,0.6003,0.8459,5.3674,426.97,506.69,473.03,2328.532,,,#N/A N/A,#N/A N/A,381.05,
6/12/1991,896.179016113281,1926.17,919.834,2023.479,208.903,#N/A N/A,190.4969,113.3341,141.9,0.6085,0.8553,5.3674,426.97,504.64,473.03,2330.945,,,#N/A N/A,#N/A N/A,376.65,
6/13/1991,896.179016113281,1940.03,919.834,2023.479,208.903,#N/A N/A,190.4969,113.3341,141.33,0.6114,0.8596,5.3737,426.97,500.91,473.03,2318.171,,,#N/A N/A,#N/A N/A,377.63,
6/14/1991,896.179016113281,1949.71,919.834,2023.479,208.903,#N/A N/A,190.4969,113.3341,140.55,0.6103,0.8554,5.3737,426.97,503.33,473.03,2314.369,,,#N/A N/A,#N/A N/A,382.29,
6/17/1991,896.179016113281,1942.16,919.834,2023.479,208.903,#N/A N/A,190.4969,113.3341,140.97,0.6148,0.8602,5.3737,426.97,504.21,473.03,2325.003,,,#N/A N/A,#N/A N/A,380.13,
6/18/1991,896.179016113281,1926.97,919.834,2023.479,208.903,#N/A N/A,190.4969,113.3341,140.9,0.6203,0.8666,5.3737,426.97,502.37,473.03,2324.868,,,#N/A N/A,#N/A N/A,378.59,
6/19/1991,896.179016113281,1883.73,919.834,2023.479,208.903,#N/A N/A,190.4969,113.3341,140.08,0.6116,0.8584,5.3737,426.97,497.2,473.03,2313.597,,,#N/A N/A,#N/A N/A,375.09,
6/20/1991,896.179016113281,1890.08,919.834,2023.479,208.903,#N/A N/A,190.4969,113.3341,138.74,0.6116,0.8564,5.369,426.97,498.11,473.03,2322.108,,,#N/A N/A,#N/A N/A,375.42,
6/21/1991,896.179016113281,1902.26,919.834,2023.479,208.903,#N/A N/A,190.4969,113.3341,139,0.6146,0.8609,5.369,426.97,498.45,473.03,2311.722,,,#N/A N/A,#N/A N/A,377.75,
6/24/1991,896.179016113281,1872.56,919.834,2023.479,208.903,#N/A N/A,190.4969,113.3341,138.9,0.6073,0.8526,5.369,426.97,496.87,473.03,2298.482,,,#N/A N/A,#N/A N/A,370.94,
6/25/1991,896.179016113281,1881.2,919.834,2023.479,208.903,#N/A N/A,190.4969,113.3341,138.82,0.6131,0.8588,5.369,426.97,498.25,473.03,2306.909,,,#N/A N/A,#N/A N/A,370.65,
6/26/1991,855.168029785156,1876.29,919.834,2023.479,208.903,#N/A N/A,190.4969,113.3341,138.3,0.6101,0.8527,5.369,426.97,498.84,473.03,2310.37,,,#N/A N/A,#N/A N/A,371.59,
6/27/1991,855.168029785156,1860.31,919.834,2023.479,208.903,#N/A N/A,190.4969,113.3341,138.1,0.6118,0.8564,5.369,426.97,499.02,473.03,2324.924,,,#N/A N/A,#N/A N/A,374.4,
